      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
1359_0,1.0000000000000002   ,0.0628174192653721  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,15 ,15    ,15     ,True   ,False,False ,False   ,0.109      ,0.891      ,0.0        ,0       ,2       ,OQ
1359_1,0.024028353807885035 ,0.5912988489958433  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,12 ,10    ,10     ,False  ,True ,False ,False   ,0.0        ,0.698      ,0.302      ,0       ,1       ,CQ IR
1359_2,0.07009954942249946  ,0.897775601891064   ,False    ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,44 ,38    ,37     ,False  ,False,False ,False   ,0.033      ,0.871      ,0.095      ,3       ,2       ,IR PA
1359_3,0.0                  ,0.432480578410928   ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,9  ,8     ,8      ,False  ,True ,False ,False   ,0.0        ,0.756      ,0.244      ,0       ,0       ,FQ IR
1360_0,1.0000000000000007   ,0.2250915602517753  ,False    ,False,False,False,True ,False,False,False,0     ,0.0                ,32 ,27    ,24     ,True   ,False,False ,False   ,0.0        ,0.832      ,0.168      ,1       ,1       ,OQ
1360_1,0.1660870202467548   ,0.7802345679306052  ,False    ,False,True ,False,False,False,False,False,1     ,0.25               ,50 ,41    ,36     ,False  ,False,False ,False   ,0.0        ,0.87       ,0.13       ,1       ,0       ,PA
1360_2,0.1663751173491867   ,0.7272518318129544  ,True     ,True ,True ,True ,False,False,False,False,2     ,0.5                ,52 ,44    ,41     ,True   ,True ,True  ,False   ,0.042      ,0.741      ,0.217      ,3       ,3       ,CQ FD
1360_3,0.2067517586136561   ,0.8952361957927997  ,False    ,True ,False,False,True ,False,False,False,3     ,0.75               ,102,71    ,65     ,False  ,False,False ,False   ,0.011      ,0.891      ,0.098      ,2       ,0       ,PA
1360_4,0.07398377444058792  ,0.3483911356201319  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,19 ,17    ,16     ,True   ,True ,True  ,False   ,0.104      ,0.634      ,0.262      ,2       ,2       ,PF
1361_0,1.0                  ,0.42109746775769913 ,False    ,False,False,True ,False,False,False,True ,0     ,0.0                ,103,66    ,61     ,True   ,True ,False ,False   ,0.0        ,0.916      ,0.084      ,4       ,0       ,OQ
1361_1,0.2932912212569965   ,0.861254581478957   ,False    ,True ,True ,False,False,False,False,True ,1     ,0.3333333333333333 ,125,50    ,50     ,False  ,True ,True  ,False   ,0.0        ,0.91       ,0.09       ,1       ,1       ,PA
1361_2,0.3332048306795641   ,0.5971498118200596  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,49 ,40    ,39     ,False  ,False,True  ,False   ,0.0        ,0.925      ,0.075      ,1       ,0       ,PA
1361_3,0.30233309820993215  ,0.5945809992377361  ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,40 ,33    ,32     ,False  ,True ,True  ,False   ,0.0        ,0.674      ,0.326      ,2       ,0       ,PF
1362_0,1.0                  ,0.20817606448494097 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,41 ,34    ,33     ,True   ,False,False ,False   ,0.142      ,0.822      ,0.036      ,5       ,2       ,OQ
1362_1,0.21015496028291097  ,0.9918280500916893  ,True     ,False,False,False,False,False,False,False,1     ,0.5                ,142,93    ,91     ,False  ,True ,True  ,False   ,0.043      ,0.794      ,0.162      ,9       ,6       ,PA
1362_2,0.0                  ,0.13724943551716912 ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,10 ,10    ,10     ,False  ,False,False ,False   ,0.0        ,0.769      ,0.231      ,0       ,0       ,O
1363_0,0.9999999999999999   ,0.05234445808360138 ,True     ,False,False,False,True ,False,False,True ,0     ,0.0                ,13 ,11    ,11     ,True   ,False,False ,False   ,0.107      ,0.78       ,0.112      ,0       ,0       ,OQ
1363_1,0.061152050235307655 ,0.9448713469107355  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,34 ,28    ,28     ,False  ,False,False ,False   ,0.0        ,0.709      ,0.291      ,5       ,0       ,PA
1363_2,0.0                  ,0.5635693766371926  ,True     ,False,False,False,False,False,False,False,2     ,1.0                ,10 ,9     ,9      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,IR PA
1364_0,1.0                  ,0.11054691670562378 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,17 ,16    ,16     ,True   ,True ,False ,False   ,0.0        ,0.854      ,0.146      ,0       ,0       ,OQ
1364_1,0.0870985977951639   ,0.5475692830975566  ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,20 ,15    ,14     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,PA
1364_2,0.12184226187003777  ,0.5577847289647075  ,False    ,False,False,False,False,False,False,False,2     ,0.5                ,27 ,21    ,21     ,False  ,False,False ,False   ,0.0        ,0.878      ,0.122      ,2       ,0       ,PA
1364_3,0.0                  ,0.6353200983950317  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,13 ,13    ,13     ,False  ,False,True  ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,JK
1364_4,0.0                  ,0.6369037647008562  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,12 ,11    ,11     ,False  ,False,True  ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,JK
1365_0,1.0                  ,0.20052044718243314 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,14 ,14    ,14     ,True   ,True ,False ,False   ,0.0        ,0.588      ,0.412      ,1       ,0       ,IR OQ
1365_1,0.19614517006761598  ,0.997672344667128   ,False    ,False,False,False,True ,False,False,False,1     ,0.5                ,143,87    ,83     ,False  ,True ,False ,False   ,0.0        ,0.873      ,0.127      ,5       ,1       ,PA
1365_2,0.07350846744894832  ,0.08169677985934107 ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,6  ,5     ,5      ,True   ,True ,True  ,False   ,0.0        ,0.226      ,0.774      ,1       ,0       ,PF
1366_0,1.0000000000000002   ,0.25983864636321036 ,True     ,False,True ,True ,False,False,False,True ,0     ,0.0                ,110,62    ,52     ,True   ,False,False ,False   ,0.017      ,0.908      ,0.075      ,7       ,1       ,OQ
1366_1,0.17020636667317404  ,0.8210898083540905  ,True     ,False,True ,False,False,False,False,False,1     ,0.3333333333333333 ,54 ,41    ,41     ,False  ,True ,False ,False   ,0.03       ,0.797      ,0.173      ,2       ,1       ,FD
1366_2,0.2611243345833087   ,0.7938956547797205  ,False    ,False,False,False,True ,False,False,False,2     ,0.6666666666666666 ,54 ,40    ,39     ,False  ,True ,False ,False   ,0.024      ,0.861      ,0.114      ,0       ,0       ,IR PA
1366_3,0.11299073386549073  ,0.5360899210191823  ,True     ,False,False,False,False,False,False,False,3     ,1.0                ,17 ,16    ,16     ,False  ,True ,False ,False   ,0.0        ,0.667      ,0.333      ,1       ,0       ,CQ
1367_0,0.9999999999999984   ,0.25784011181662636 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,25 ,23    ,23     ,True   ,True ,False ,False   ,0.045      ,0.881      ,0.074      ,1       ,0       ,OQ
1367_1,0.2797801004456589   ,0.9365264079760913  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,43 ,33    ,32     ,False  ,True ,False ,False   ,0.0        ,0.793      ,0.207      ,1       ,0       ,PA
1367_2,0.08396577889329238  ,0.6482900557467737  ,True     ,False,False,False,False,False,False,False,2     ,1.0                ,15 ,12    ,12     ,False  ,True ,False ,False   ,0.0        ,0.839      ,0.161      ,0       ,0       ,IR
1368_0,1.0                  ,0.45460902084064925 ,False    ,False,True ,False,True ,False,False,False,0     ,0.0                ,39 ,26    ,25     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,5       ,1       ,OQ
1368_1,0.0                  ,0.10263780482277685 ,False    ,False,False,False,False,False,False,False,1     ,0.2                ,2  ,2     ,2      ,False  ,False,True  ,False   ,0.714      ,0.286      ,0.0        ,0       ,0       ,FD FQ
1368_2,0.37754447683434117  ,0.8793976346508084  ,True     ,False,True ,False,False,False,False,True ,2     ,0.4                ,59 ,44    ,42     ,False  ,False,False ,False   ,0.039      ,0.879      ,0.083      ,6       ,1       ,PA
1368_3,0.1792406465285955   ,0.37673339481606805 ,True     ,False,False,False,False,False,False,False,3     ,0.6                ,13 ,13    ,13     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FQ
1368_4,0.36262096673572525  ,0.7229732537778966  ,True     ,False,True ,False,False,False,False,False,4     ,0.8                ,30 ,24    ,24     ,False  ,True ,False ,False   ,0.0        ,0.888      ,0.112      ,4       ,0       ,PA
1368_5,0.23757352779695548  ,0.48703313859558583 ,False    ,False,False,False,False,False,False,False,5     ,1.0                ,13 ,12    ,12     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,CQ PA
1369_0,0.999999999999995    ,0.5799065262065509  ,True     ,False,True ,False,True ,False,False,False,0     ,0.0                ,176,107   ,101    ,True   ,True ,True  ,False   ,0.041      ,0.742      ,0.217      ,16      ,6       ,OQ
1369_1,0.20399929103192632  ,0.38000929099573183 ,False    ,False,False,False,False,False,False,True ,1     ,0.14285714285714285,38 ,26    ,25     ,False  ,True ,False ,False   ,0.0        ,0.879      ,0.121      ,1       ,1       ,PA
1369_2,0.24891286439195806  ,0.3907553091158826  ,False    ,True ,False,False,False,False,False,False,2     ,0.2857142857142857 ,33 ,26    ,26     ,True   ,True ,False ,False   ,0.034      ,0.929      ,0.037      ,1       ,0       ,FD OQ
1369_3,0.3531598740667735   ,0.5591882184502021  ,False    ,False,False,False,False,False,False,False,3     ,0.42857142857142855,48 ,28    ,27     ,False  ,False,False ,False   ,0.0        ,0.701      ,0.299      ,9       ,2       ,PA
1369_4,0.4699519310340553   ,0.784538790130795   ,True     ,True ,True ,False,True ,False,False,False,4     ,0.5714285714285714 ,115,70    ,64     ,True   ,True ,False ,False   ,0.018      ,0.859      ,0.123      ,9       ,4       ,FD FQ
1369_5,0.14347621040665945  ,0.39847239324878375 ,False    ,True ,False,False,True ,True ,False,False,5     ,0.7142857142857143 ,22 ,18    ,18     ,True   ,True ,False ,False   ,0.062      ,0.857      ,0.082      ,1       ,0       ,FD FQ
1369_6,0.45782280080251403  ,0.740782409951778   ,False    ,False,False,True ,True ,False,False,True ,6     ,0.8571428571428571 ,91 ,58    ,53     ,False  ,True ,False ,False   ,0.0        ,0.846      ,0.154      ,6       ,1       ,PA
1369_7,0.20001200686793824  ,0.45920674984867965 ,False    ,True ,True ,False,False,False,False,True ,7     ,1.0                ,23 ,17    ,17     ,True   ,True ,False ,False   ,0.0        ,0.823      ,0.177      ,3       ,1       ,PF
1370_0,1.0000000000000002   ,0.2707431526047435  ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,21 ,15    ,15     ,True   ,False,False ,False   ,0.0        ,0.894      ,0.106      ,1       ,0       ,OQ
1370_1,0.21922542398318992  ,0.5369334900408008  ,False    ,False,False,False,False,False,False,False,1     ,0.125              ,11 ,8     ,8      ,False  ,False,False ,False   ,0.0        ,0.933      ,0.067      ,0       ,0       ,PA
1370_2,0.12898871744304324  ,0.6345244454885822  ,False    ,False,False,False,False,False,False,False,2     ,0.25               ,25 ,17    ,14     ,False  ,False,False ,False   ,0.0        ,0.956      ,0.044      ,1       ,0       ,PA
1370_3,0.12277360520936605  ,0.31948903268196377 ,False    ,False,False,False,False,False,False,False,3     ,0.375              ,12 ,12    ,12     ,True   ,False,False ,False   ,0.0        ,0.753      ,0.247      ,0       ,0       ,FD FQ
1370_4,0.12352029488726382  ,0.5830339785571043  ,False    ,False,False,False,False,False,False,False,4     ,0.5                ,24 ,22    ,21     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1370_5,0.2799445501215639   ,0.5686417031988564  ,False    ,False,True ,False,False,False,False,False,5     ,0.625              ,11 ,9     ,9      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD FQ
1370_6,0.1289128607287739   ,0.6193490528909461  ,False    ,False,False,False,False,False,False,False,6     ,0.75               ,36 ,28    ,26     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1370_7,0.10673849011901355  ,0.5582322301416758  ,False    ,False,False,False,False,False,False,False,7     ,0.875              ,21 ,17    ,16     ,True   ,True ,False ,False   ,0.0        ,0.829      ,0.171      ,1       ,0       ,FD FQ
1370_8,0.1292925933858229   ,0.43258184744892664 ,False    ,False,False,False,False,False,False,False,8     ,1.0                ,15 ,14    ,13     ,False  ,False,False ,False   ,0.0        ,0.915      ,0.085      ,0       ,1       ,NF
1371_0,1.0000000000000004   ,0.20758885062480076 ,False    ,False,False,False,False,False,False,True ,0     ,0.0                ,23 ,19    ,19     ,True   ,False,False ,False   ,0.068      ,0.776      ,0.155      ,0       ,1       ,OQ
1371_1,0.07969215731701014  ,0.7203607217543578  ,True     ,False,True ,False,False,False,False,False,1     ,0.2                ,39 ,28    ,23     ,False  ,False,False ,False   ,0.0        ,0.848      ,0.152      ,0       ,0       ,CQ IR PA
1371_2,0.20200517888570807  ,0.6336901657064257  ,False    ,False,True ,False,False,False,False,False,2     ,0.4                ,28 ,23    ,23     ,True   ,True ,False ,False   ,0.033      ,0.877      ,0.089      ,1       ,0       ,FD
1371_3,0.134902009662602    ,0.6897600168134139  ,True     ,False,False,False,True ,False,False,True ,3     ,0.6                ,26 ,23    ,22     ,False  ,False,False ,False   ,0.0        ,0.881      ,0.119      ,0       ,0       ,CQ IR PA
1371_4,0.12025012638556533  ,0.6367852214320369  ,True     ,True ,False,False,False,False,False,False,4     ,0.8                ,43 ,32    ,30     ,False  ,False,False ,False   ,0.086      ,0.8        ,0.114      ,3       ,3       ,FD RQ
1371_5,0.15644430481907545  ,0.4126593953439897  ,False    ,False,False,False,False,False,False,False,5     ,1.0                ,22 ,21    ,20     ,False  ,False,False ,False   ,0.0        ,0.922      ,0.078      ,1       ,1       ,PA
1372_0,1.0                  ,0.305147319531163   ,True     ,True ,False,False,False,False,False,False,0     ,0.0                ,92 ,63    ,59     ,True   ,True ,False ,False   ,0.0        ,0.831      ,0.169      ,3       ,1       ,OQ
1372_1,0.2402686597477184   ,0.8271568041213738  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,51 ,35    ,34     ,False  ,False,False ,False   ,0.076      ,0.833      ,0.09       ,3       ,2       ,PA
1372_2,0.29867976450740663  ,0.9586693033087474  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,125,68    ,66     ,False  ,False,False ,False   ,0.01       ,0.936      ,0.053      ,2       ,0       ,PA
1373_0,1.0000000000000002   ,0.1907008547883467  ,False    ,False,False,False,True ,False,False,True ,0     ,0.0                ,25 ,22    ,21     ,True   ,False,False ,False   ,0.074      ,0.926      ,0.0        ,0       ,1       ,OQ
1373_1,0.1924100297014382   ,0.8214511798309818  ,False    ,False,False,False,False,False,False,True ,1     ,0.25               ,38 ,29    ,29     ,False  ,False,False ,False   ,0.0        ,0.97       ,0.03       ,1       ,1       ,PA
1373_2,0.06786874905611917  ,0.7447470550612268  ,False    ,False,False,False,False,False,False,True ,2     ,0.5                ,29 ,25    ,25     ,False  ,False,False ,False   ,0.0        ,0.892      ,0.108      ,0       ,1       ,PA
1373_3,0.13792817766269833  ,0.3593750932827801  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,7  ,7     ,7      ,True   ,True ,False ,True    ,0.0        ,0.749      ,0.251      ,2       ,0       ,PF
1373_4,0.03176572543842971  ,0.23846555598255653 ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,2  ,2     ,2      ,False  ,True ,False ,False   ,0.0        ,0.58       ,0.42       ,0       ,0       ,GG
1374_0,1.0000000000000036   ,0.3114624529811496  ,False    ,False,True ,False,False,False,False,False,0     ,0.0                ,78 ,53    ,51     ,True   ,True ,True  ,False   ,0.0        ,0.904      ,0.096      ,2       ,0       ,OQ
1374_1,0.3192576524497397   ,0.694548811844175   ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,16 ,13    ,13     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1374_2,0.15441606506596167  ,0.5348578552640109  ,False    ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,14 ,13    ,13     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1374_3,0.10003153133509694  ,0.653819268356987   ,False    ,False,False,False,False,False,False,True ,3     ,1.0                ,20 ,19    ,19     ,True   ,True ,True  ,False   ,0.0        ,0.843      ,0.157      ,1       ,0       ,PF
1375_0,1.0000000000000004   ,0.12783370061797744 ,False    ,False,False,False,True ,False,False,False,0     ,0.0                ,30 ,22    ,22     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,0       ,OQ
1375_1,0.16005849584415877  ,0.7986686363868057  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,18 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD IR PA
1375_2,0.0                  ,0.6017710604972958  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,12 ,12    ,12     ,True   ,False,False ,False   ,0.0        ,0.565      ,0.435      ,1       ,0       ,FQ
1376_0,1.0                  ,0.20837398040549046 ,False    ,False,True ,False,False,False,False,True ,0     ,0.0                ,27 ,20    ,20     ,True   ,False,False ,True    ,0.0        ,0.964      ,0.036      ,0       ,0       ,OQ
1376_1,0.20144987470911815  ,0.9922569091244599  ,False    ,False,True ,False,False,False,False,False,1     ,0.5                ,79 ,66    ,61     ,False  ,False,False ,False   ,0.031      ,0.887      ,0.082      ,1       ,3       ,IR PA
1376_2,0.10505589466756957  ,0.30901442237191185 ,False    ,False,True ,False,False,False,False,False,2     ,1.0                ,5  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FQ RQ
1377_0,0.9999999999999971   ,0.2900097110696374  ,False    ,True ,False,False,True ,False,False,False,0     ,0.0                ,96 ,62    ,60     ,True   ,False,False ,False   ,0.117      ,0.758      ,0.125      ,11      ,6       ,OQ
1377_1,0.28320098064958316  ,0.9723672288382799  ,False    ,False,False,False,False,True ,False,False,1     ,0.5                ,34 ,29    ,29     ,False  ,False,False ,False   ,0.0        ,0.788      ,0.212      ,1       ,4       ,PA
1377_2,0.07963216174824797  ,0.2916093976901737  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,3  ,3     ,3      ,True   ,True ,False ,False   ,0.0        ,0.417      ,0.583      ,1       ,0       ,PF
1378_0,0.9999999999999998   ,0.2614071014858764  ,True     ,True ,False,False,False,False,False,False,0     ,0.0                ,40 ,33    ,32     ,True   ,False,False ,True    ,0.0        ,0.93       ,0.07       ,2       ,1       ,OQ
1378_1,0.1469242549992548   ,0.38863039612614364 ,False    ,False,False,False,False,False,False,False,1     ,0.2                ,11 ,11    ,11     ,False  ,False,False ,False   ,0.18       ,0.82       ,0.0        ,0       ,1       ,IR PA
1378_2,0.19647568669484627  ,0.5270632242010515  ,False    ,False,False,False,False,False,False,False,2     ,0.4                ,19 ,19    ,19     ,True   ,True ,False ,False   ,0.111      ,0.837      ,0.053      ,0       ,2       ,GG
1378_3,0.1034773659651089   ,0.6443824136515914  ,False    ,False,False,False,False,False,False,True ,3     ,0.6                ,21 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1378_4,0.1277603282551657   ,0.4889281935193884  ,True     ,False,False,False,False,True ,False,False,4     ,0.8                ,16 ,15    ,15     ,False  ,False,False ,True    ,0.095      ,0.831      ,0.074      ,1       ,1       ,RQ
1378_5,0.17480092622546434  ,0.7358954573983284  ,False    ,False,False,False,False,False,False,True ,5     ,1.0                ,27 ,21    ,21     ,False  ,False,False ,True    ,0.042      ,0.958      ,0.0        ,2       ,0       ,FD PA
1379_0,1.0                  ,0.26403010494771884 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,21 ,17    ,17     ,True   ,False,False ,False   ,0.095      ,0.858      ,0.047      ,1       ,1       ,OQ
1379_1,0.18976238564112485  ,0.876659013453821   ,True     ,False,False,False,False,False,False,False,1     ,0.5                ,66 ,44    ,39     ,False  ,False,False ,False   ,0.0        ,0.785      ,0.215      ,2       ,0       ,IR PA
1379_2,0.23975269936531818  ,0.6619949756363498  ,True     ,False,True ,False,False,False,False,False,2     ,1.0                ,35 ,33    ,32     ,False  ,False,False ,False   ,0.067      ,0.802      ,0.131      ,3       ,1       ,RQ
1380_0,1.0                  ,0.3571107471204521  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,39 ,33    ,33     ,True   ,True ,False ,False   ,0.036      ,0.876      ,0.088      ,1       ,1       ,FD OQ
1380_1,0.17148723559760923  ,0.6990766082225098  ,True     ,False,True ,False,True ,False,False,False,1     ,0.16666666666666666,38 ,29    ,28     ,False  ,True ,False ,False   ,0.0        ,0.852      ,0.148      ,0       ,4       ,IR PA
1380_2,0.342035348702738    ,0.5785746761938463  ,False    ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,20 ,19    ,17     ,True   ,True ,False ,False   ,0.0        ,0.811      ,0.189      ,2       ,0       ,FD PF
1380_3,0.2597842079431162   ,0.6639452697557737  ,True     ,False,False,False,False,False,False,False,3     ,0.5                ,27 ,24    ,23     ,False  ,True ,True  ,False   ,0.0        ,0.859      ,0.141      ,1       ,3       ,IR
1380_4,0.244200600013686    ,0.6870076988062752  ,False    ,False,False,False,False,False,False,False,4     ,0.6666666666666666 ,35 ,26    ,25     ,False  ,True ,False ,False   ,0.0        ,0.905      ,0.095      ,1       ,2       ,IR PA
1380_5,0.1001281727553344   ,0.29050312796825445 ,True     ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,15 ,12    ,12     ,False  ,True ,False ,False   ,0.0        ,0.701      ,0.299      ,0       ,0       ,IR
1380_6,0.11208536998350448  ,0.5498435959750162  ,False    ,False,False,False,False,False,False,False,6     ,1.0                ,10 ,9     ,9      ,False  ,True ,False ,False   ,0.0        ,0.826      ,0.174      ,1       ,2       ,PF
1381_0,0.9999999999999992   ,0.40846104724039667 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,50 ,31    ,29     ,True   ,True ,True  ,False   ,0.0        ,0.825      ,0.175      ,2       ,0       ,OQ
1381_1,0.2826492410067638   ,0.5469421479884312  ,True     ,False,False,False,True ,True ,False,False,1     ,0.3333333333333333 ,69 ,42    ,40     ,False  ,False,False ,False   ,0.0        ,0.911      ,0.089      ,1       ,1       ,PA
1381_2,0.371386150317674    ,0.9718226551750841  ,False    ,True ,True ,False,True ,True ,False,False,2     ,0.6666666666666666 ,259,105   ,96     ,False  ,False,True  ,False   ,0.056      ,0.739      ,0.205      ,23      ,15      ,RQ
1381_3,0.260765374165582    ,0.1247305989972129  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,5  ,5     ,5      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,RQ
1382_0,1.0                  ,0.45645698281147745 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,36 ,22    ,21     ,True   ,False,False ,False   ,0.076      ,0.793      ,0.13       ,1       ,2       ,OQ
1382_1,0.3635641922737256   ,0.7447952158925275  ,False    ,True ,False,False,False,False,False,False,1     ,0.14285714285714285,32 ,27    ,25     ,False  ,False,False ,False   ,0.0        ,0.94       ,0.06       ,1       ,0       ,PA
1382_2,0.3728972641142316   ,0.6915238984316027  ,False    ,False,False,False,False,False,False,False,2     ,0.2857142857142857 ,18 ,17    ,17     ,False  ,False,False ,False   ,0.0        ,0.963      ,0.037      ,0       ,0       ,PA
1382_3,0.3523570550314598   ,0.7377099014409796  ,False    ,False,False,False,False,False,False,True ,3     ,0.42857142857142855,41 ,34    ,32     ,True   ,True ,False ,False   ,0.0        ,0.852      ,0.148      ,3       ,0       ,FQ
1382_4,0.2687469770247393   ,0.6594347941042088  ,False    ,False,False,False,False,False,False,False,4     ,0.5714285714285714 ,13 ,12    ,12     ,False  ,False,False ,False   ,0.0        ,0.921      ,0.079      ,0       ,0       ,PA
1382_5,0.08488383350633172  ,0.3004086626669306  ,False    ,False,False,False,False,False,False,True ,5     ,0.7142857142857143 ,6  ,6     ,6      ,True   ,False,False ,False   ,0.0        ,0.593      ,0.407      ,1       ,0       ,FQ RQ
1382_6,0.03448678738999344  ,0.3178967263278414  ,False    ,False,False,False,False,False,False,True ,6     ,0.8571428571428571 ,7  ,7     ,7      ,True   ,True ,False ,False   ,0.0        ,0.642      ,0.358      ,2       ,0       ,FQ
1382_7,0.19367264139096468  ,0.43262896159363257 ,False    ,False,False,False,False,False,False,False,7     ,1.0                ,8  ,8     ,8      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1383_0,0.9999999999999999   ,0.667025716867479   ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,32 ,27    ,27     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,1       ,OQ
1383_1,0.16662655844292037  ,0.5353184850019846  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,28 ,26    ,26     ,False  ,False,False ,False   ,0.0        ,0.897      ,0.103      ,1       ,0       ,PA
1383_2,0.7054697420710463   ,0.9312296699197266  ,True     ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,99 ,80    ,78     ,False  ,False,False ,False   ,0.024      ,0.763      ,0.212      ,5       ,4       ,FD PA
1383_3,0.0                  ,0.06414783427068643 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,1  ,1     ,1      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,PA
1384_0,1.0000000000000002   ,0.45099208224655646 ,False    ,False,True ,False,False,False,False,False,0     ,0.0                ,92 ,63    ,61     ,True   ,False,False ,False   ,0.04       ,0.946      ,0.014      ,1       ,1       ,OQ
1384_1,0.17728314196117745  ,0.48500405337132957 ,False    ,False,False,False,False,True ,False,False,1     ,0.16666666666666666,19 ,18    ,18     ,False  ,False,False ,False   ,0.0        ,0.93       ,0.07       ,1       ,2       ,IR
1384_2,0.06018244096881803  ,0.47338807386249765 ,False    ,False,False,False,False,False,False,False,2     ,0.3333333333333333 ,17 ,14    ,14     ,True   ,True ,False ,False   ,0.0        ,0.848      ,0.152      ,2       ,0       ,FD
1384_3,0.1611233433409067   ,0.5360194384521336  ,False    ,False,False,False,True ,False,False,False,3     ,0.5                ,29 ,27    ,25     ,False  ,False,False ,False   ,0.046      ,0.909      ,0.045      ,2       ,1       ,PA
1384_4,0.3291992728019166   ,0.5813252783434633  ,False    ,False,False,False,False,False,False,False,4     ,0.6666666666666666 ,39 ,33    ,32     ,True   ,False,False ,False   ,0.027      ,0.973      ,0.0        ,1       ,0       ,FD NF
1384_5,0.3288355721175081   ,0.6110400462185144  ,False    ,True ,False,True ,False,False,False,False,5     ,0.8333333333333334 ,51 ,35    ,34     ,True   ,False,False ,False   ,0.06       ,0.891      ,0.05       ,1       ,2       ,FD
1384_6,0.3926509645714553   ,0.6563812896474679  ,False    ,False,False,False,False,False,False,False,6     ,1.0                ,28 ,27    ,27     ,True   ,True ,False ,False   ,0.122      ,0.799      ,0.08       ,1       ,2       ,PF
1385_0,1.0                  ,0.19608864712757126 ,False    ,False,False,False,True ,False,False,False,0     ,0.0                ,12 ,11    ,11     ,True   ,False,False ,False   ,0.148      ,0.852      ,0.0        ,0       ,2       ,NF OQ
